1,2,3,4,5,6,7,8,9,10,11,12,13,14
216,15,1000,0,1e-06,8,0.005,5e-05,5e-07,0.8,0.1,0.1,61.557,0.51992
217,15,1000,0,1e-06,9,0.005,5e-05,5e-07,0.5,0.25,0.25,80.263,0.16153
218,15,1000,0,1e-06,9,0.005,5e-05,5e-07,0.6,0.2,0.2,682.35,-0.33361
219,15,1000,0,1e-06,9,0.005,5e-05,5e-07,0.7,0.15,0.15,78.937,-0.18391
220,15,1000,0,1e-06,9,0.005,5e-05,5e-07,0.8,0.1,0.1,30.324,0.71141
221,15,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,110.31,-0.28275
222,15,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,257.13,-0.40976
223,15,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,37.45,0.70343
224,15,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,119.34,0.26289
225,16,1000,0,1e-06,4,0.005,5e-05,5e-07,0.5,0.25,0.25,92.417,0.39297
226,16,1000,0,1e-06,4,0.005,5e-05,5e-07,0.6,0.2,0.2,74.922,0.1169
227,16,1000,0,1e-06,4,0.005,5e-05,5e-07,0.7,0.15,0.15,38.353,0.67082
228,16,1000,0,1e-06,4,0.005,5e-05,5e-07,0.8,0.1,0.1,61.998,0.41657
229,16,1000,0,1e-06,5,0.005,5e-05,5e-07,0.5,0.25,0.25,84.832,-0.1627
230,16,1000,0,1e-06,5,0.005,5e-05,5e-07,0.6,0.2,0.2,76.703,-0.0059254
231,16,1000,0,1e-06,5,0.005,5e-05,5e-07,0.7,0.15,0.15,118.23,-0.081118
232,16,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,145.3,-0.2604
233,16,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,91.802,0.51875
234,16,1000,0,1e-06,6,0.005,5e-05,5e-07,0.6,0.2,0.2,106.3,-0.052508
235,16,1000,0,1e-06,6,0.005,5e-05,5e-07,0.7,0.15,0.15,240.81,-0.13074
236,16,1000,0,1e-06,6,0.005,5e-05,5e-07,0.8,0.1,0.1,73.789,0.096022
237,16,1000,0,1e-06,7,0.005,5e-05,5e-07,0.5,0.25,0.25,70.083,0.31705
238,16,1000,0,1e-06,7,0.005,5e-05,5e-07,0.6,0.2,0.2,42.782,0.63149
239,16,1000,0,1e-06,7,0.005,5e-05,5e-07,0.7,0.15,0.15,127.31,-0.065812
240,16,1000,0,1e-06,7,0.005,5e-05,5e-07,0.8,0.1,0.1,167.41,-0.39476
241,16,1000,0,1e-06,8,0.005,5e-05,5e-07,0.5,0.25,0.25,70.971,0.38169
242,16,1000,0,1e-06,8,0.005,5e-05,5e-07,0.6,0.2,0.2,53.139,0.43355
243,16,1000,0,1e-06,8,0.005,5e-05,5e-07,0.7,0.15,0.15,69.027,0.43445
244,16,1000,0,1e-06,8,0.005,5e-05,5e-07,0.8,0.1,0.1,603.76,-0.36109
245,16,1000,0,1e-06,9,0.005,5e-05,5e-07,0.5,0.25,0.25,264.44,-0.039153
246,16,1000,0,1e-06,9,0.005,5e-05,5e-07,0.6,0.2,0.2,210.33,-0.0022942
247,16,1000,0,1e-06,9,0.005,5e-05,5e-07,0.7,0.15,0.15,46.891,0.58271
248,16,1000,0,1e-06,9,0.005,5e-05,5e-07,0.8,0.1,0.1,98.223,0.024827
249,16,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,64.182,0.66123
250,16,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,45.029,0.58897
251,16,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,132.58,0.47827
252,16,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,47.726,0.62365
253,17,1000,0,1e-06,4,0.005,5e-05,5e-07,0.5,0.25,0.25,96.664,0.10685
254,17,1000,0,1e-06,4,0.005,5e-05,5e-07,0.6,0.2,0.2,60.141,0.25216
255,17,1000,0,1e-06,4,0.005,5e-05,5e-07,0.7,0.15,0.15,144.33,0.045634
256,17,1000,0,1e-06,4,0.005,5e-05,5e-07,0.8,0.1,0.1,76.397,0.24229
257,17,1000,0,1e-06,5,0.005,5e-05,5e-07,0.5,0.25,0.25,146.95,-0.44592
258,17,1000,0,1e-06,5,0.005,5e-05,5e-07,0.6,0.2,0.2,49.064,0.44343
259,17,1000,0,1e-06,5,0.005,5e-05,5e-07,0.7,0.15,0.15,204.76,-0.022892
260,17,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,111.71,0.4783
261,17,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,72.639,0.14279
262,17,1000,0,1e-06,6,0.005,5e-05,5e-07,0.6,0.2,0.2,139.69,-0.15476
263,17,1000,0,1e-06,6,0.005,5e-05,5e-07,0.7,0.15,0.15,113.96,-0.19177
264,17,1000,0,1e-06,6,0.005,5e-05,5e-07,0.8,0.1,0.1,43.603,0.58804
265,17,1000,0,1e-06,7,0.005,5e-05,5e-07,0.5,0.25,0.25,102.72,0.044825
266,17,1000,0,1e-06,7,0.005,5e-05,5e-07,0.6,0.2,0.2,130.15,-0.24013
267,17,1000,0,1e-06,7,0.005,5e-05,5e-07,0.7,0.15,0.15,462.02,-0.37264
268,17,1000,0,1e-06,7,0.005,5e-05,5e-07,0.8,0.1,0.1,92.909,0.11379
269,17,1000,0,1e-06,8,0.005,5e-05,5e-07,0.5,0.25,0.25,137.47,-0.21624
270,17,1000,0,1e-06,8,0.005,5e-05,5e-07,0.6,0.2,0.2,46.846,0.56846
271,17,1000,0,1e-06,8,0.005,5e-05,5e-07,0.7,0.15,0.15,142.66,-0.291
272,17,1000,0,1e-06,8,0.005,5e-05,5e-07,0.8,0.1,0.1,45.694,0.58047
273,17,1000,0,1e-06,9,0.005,5e-05,5e-07,0.5,0.25,0.25,263.79,-0.032463
274,17,1000,0,1e-06,9,0.005,5e-05,5e-07,0.6,0.2,0.2,70.347,0.065309
275,17,1000,0,1e-06,9,0.005,5e-05,5e-07,0.7,0.15,0.15,119.61,-0.30132
276,17,1000,0,1e-06,9,0.005,5e-05,5e-07,0.8,0.1,0.1,78.295,0.26448
277,17,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,96.252,0.003636
278,17,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,65.994,0.24787
279,17,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,99.029,0.38142
280,17,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,55.93,0.5821
281,18,1000,0,1e-06,4,0.005,5e-05,5e-07,0.5,0.25,0.25,60.634,0.34971
282,18,1000,0,1e-06,4,0.005,5e-05,5e-07,0.6,0.2,0.2,50.106,0.65682
283,18,1000,0,1e-06,4,0.005,5e-05,5e-07,0.7,0.15,0.15,221.99,0.053873
284,18,1000,0,1e-06,4,0.005,5e-05,5e-07,0.8,0.1,0.1,38.889,0.60351
285,18,1000,0,1e-06,5,0.005,5e-05,5e-07,0.5,0.25,0.25,127.68,0.27399
286,18,1000,0,1e-06,5,0.005,5e-05,5e-07,0.6,0.2,0.2,61.155,0.49006
287,18,1000,0,1e-06,5,0.005,5e-05,5e-07,0.7,0.15,0.15,133.82,0.16315
288,18,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,75.023,0.11624
289,18,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,113.05,-0.0095846
290,18,1000,0,1e-06,6,0.005,5e-05,5e-07,0.6,0.2,0.2,294.68,-0.18882
291,18,1000,0,1e-06,6,0.005,5e-05,5e-07,0.7,0.15,0.15,99.905,-0.23419
292,18,1000,0,1e-06,6,0.005,5e-05,5e-07,0.8,0.1,0.1,126.91,-0.087359
293,18,1000,0,1e-06,7,0.005,5e-05,5e-07,0.5,0.25,0.25,72.941,-0.10451
294,18,1000,0,1e-06,7,0.005,5e-05,5e-07,0.6,0.2,0.2,163.53,-0.39234
295,18,1000,0,1e-06,7,0.005,5e-05,5e-07,0.7,0.15,0.15,82.092,0.38194
296,18,1000,0,1e-06,7,0.005,5e-05,5e-07,0.8,0.1,0.1,380.93,-0.21294
297,18,1000,0,1e-06,8,0.005,5e-05,5e-07,0.5,0.25,0.25,444.27,-0.43207
298,18,1000,0,1e-06,8,0.005,5e-05,5e-07,0.6,0.2,0.2,84.133,-0.0020835
299,18,1000,0,1e-06,8,0.005,5e-05,5e-07,0.7,0.15,0.15,52.916,0.42002
300,18,1000,0,1e-06,8,0.005,5e-05,5e-07,0.8,0.1,0.1,423.64,-0.36747
301,18,1000,0,1e-06,9,0.005,5e-05,5e-07,0.5,0.25,0.25,237.75,-0.28945
302,18,1000,0,1e-06,9,0.005,5e-05,5e-07,0.6,0.2,0.2,65.007,0.25719
303,18,1000,0,1e-06,9,0.005,5e-05,5e-07,0.7,0.15,0.15,380.67,-0.16481
304,18,1000,0,1e-06,9,0.005,5e-05,5e-07,0.8,0.1,0.1,50.65,0.51224
305,18,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,64.382,0.42625
306,18,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,257.55,-0.076278
307,18,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,94.31,0.43898
308,18,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,63.641,0.20052
309,19,1000,0,1e-06,4,0.005,5e-05,5e-07,0.5,0.25,0.25,67.586,0.23274
310,19,1000,0,1e-06,4,0.005,5e-05,5e-07,0.6,0.2,0.2,170.9,-0.31797
311,19,1000,0,1e-06,4,0.005,5e-05,5e-07,0.7,0.15,0.15,72.727,0.26419
312,19,1000,0,1e-06,4,0.005,5e-05,5e-07,0.8,0.1,0.1,163.83,-0.098068
313,19,1000,0,1e-06,5,0.005,5e-05,5e-07,0.5,0.25,0.25,131.16,-0.1408
314,19,1000,0,1e-06,5,0.005,5e-05,5e-07,0.6,0.2,0.2,111.78,0.23698
315,19,1000,0,1e-06,5,0.005,5e-05,5e-07,0.7,0.15,0.15,89.68,0.27656
316,19,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,96.301,0.38883
317,19,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,35.178,0.70251
318,19,1000,0,1e-06,6,0.005,5e-05,5e-07,0.6,0.2,0.2,52.763,0.39351
319,19,1000,0,1e-06,6,0.005,5e-05,5e-07,0.7,0.15,0.15,213.66,0.040322
320,19,1000,0,1e-06,6,0.005,5e-05,5e-07,0.8,0.1,0.1,116.3,0.24059
321,19,1000,0,1e-06,7,0.005,5e-05,5e-07,0.5,0.25,0.25,415.27,-0.74477
322,19,1000,0,1e-06,7,0.005,5e-05,5e-07,0.6,0.2,0.2,68.393,0.29659
323,19,1000,0,1e-06,7,0.005,5e-05,5e-07,0.7,0.15,0.15,88.605,0.4071
324,19,1000,0,1e-06,7,0.005,5e-05,5e-07,0.8,0.1,0.1,67.953,0.42234
325,19,1000,0,1e-06,8,0.005,5e-05,5e-07,0.5,0.25,0.25,233.63,-0.13499
326,19,1000,0,1e-06,8,0.005,5e-05,5e-07,0.6,0.2,0.2,124.11,0.075311
327,19,1000,0,1e-06,8,0.005,5e-05,5e-07,0.7,0.15,0.15,291.89,-0.63379
328,19,1000,0,1e-06,8,0.005,5e-05,5e-07,0.8,0.1,0.1,113.55,-0.034893
329,19,1000,0,1e-06,9,0.005,5e-05,5e-07,0.5,0.25,0.25,129.57,0.080535
330,19,1000,0,1e-06,9,0.005,5e-05,5e-07,0.6,0.2,0.2,234.85,-0.023874
331,19,1000,0,1e-06,9,0.005,5e-05,5e-07,0.7,0.15,0.15,191.5,-0.087891
332,19,1000,0,1e-06,9,0.005,5e-05,5e-07,0.8,0.1,0.1,508.41,0.045921
333,19,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,53.475,0.4444
334,19,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,38.96,0.6455
335,19,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,92.493,-0.022385
336,19,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,63.9,0.27084
337,20,1000,0,1e-06,4,0.005,5e-05,5e-07,0.5,0.25,0.25,217.46,-0.39252
338,20,1000,0,1e-06,4,0.005,5e-05,5e-07,0.6,0.2,0.2,119,-0.49145
339,20,1000,0,1e-06,4,0.005,5e-05,5e-07,0.7,0.15,0.15,201.79,-0.038376
340,20,1000,0,1e-06,4,0.005,5e-05,5e-07,0.8,0.1,0.1,811.93,0.058697
341,20,1000,0,1e-06,5,0.005,5e-05,5e-07,0.5,0.25,0.25,38.813,0.62225
342,20,1000,0,1e-06,5,0.005,5e-05,5e-07,0.6,0.2,0.2,48.083,0.6353
343,20,1000,0,1e-06,5,0.005,5e-05,5e-07,0.7,0.15,0.15,195.46,0.052534
344,20,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,511.69,-0.28906
345,20,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,129.07,0.010143
346,20,1000,0,1e-06,6,0.005,5e-05,5e-07,0.6,0.2,0.2,141.7,0.31202
347,20,1000,0,1e-06,6,0.005,5e-05,5e-07,0.7,0.15,0.15,36.386,0.7522
348,20,1000,0,1e-06,6,0.005,5e-05,5e-07,0.8,0.1,0.1,103.09,0.23049
349,20,1000,0,1e-06,7,0.005,5e-05,5e-07,0.5,0.25,0.25,43.585,0.61389
350,20,1000,0,1e-06,7,0.005,5e-05,5e-07,0.6,0.2,0.2,263.69,0.091001
351,20,1000,0,1e-06,7,0.005,5e-05,5e-07,0.7,0.15,0.15,49.983,0.49148
352,20,1000,0,1e-06,7,0.005,5e-05,5e-07,0.8,0.1,0.1,238.28,-0.24339
353,20,1000,0,1e-06,8,0.005,5e-05,5e-07,0.5,0.25,0.25,116.54,0.25298
354,20,1000,0,1e-06,8,0.005,5e-05,5e-07,0.6,0.2,0.2,89.503,0.33502
355,20,1000,0,1e-06,8,0.005,5e-05,5e-07,0.7,0.15,0.15,63.746,0.3618
356,20,1000,0,1e-06,8,0.005,5e-05,5e-07,0.8,0.1,0.1,143.19,-0.15121
357,20,1000,0,1e-06,9,0.005,5e-05,5e-07,0.5,0.25,0.25,29.844,0.7173
358,20,1000,0,1e-06,9,0.005,5e-05,5e-07,0.6,0.2,0.2,102.42,0.17667
359,20,1000,0,1e-06,9,0.005,5e-05,5e-07,0.7,0.15,0.15,278.96,-0.24889
360,20,1000,0,1e-06,9,0.005,5e-05,5e-07,0.8,0.1,0.1,330.39,-0.38954
361,20,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,92.574,0.30902
362,20,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,38.974,0.6089
363,20,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,51.1,0.54953
364,20,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,167.51,-0.36125
365,21,1000,0,1e-06,4,0.005,5e-05,5e-07,0.5,0.25,0.25,150.68,0.11696
366,21,1000,0,1e-06,4,0.005,5e-05,5e-07,0.6,0.2,0.2,141.67,-0.21613
367,21,1000,0,1e-06,4,0.005,5e-05,5e-07,0.7,0.15,0.15,68.024,0.47489
368,21,1000,0,1e-06,4,0.005,5e-05,5e-07,0.8,0.1,0.1,53.424,0.62709
369,21,1000,0,1e-06,5,0.005,5e-05,5e-07,0.5,0.25,0.25,246.35,0.1501
370,21,1000,0,1e-06,5,0.005,5e-05,5e-07,0.6,0.2,0.2,95.377,-0.12239
371,21,1000,0,1e-06,5,0.005,5e-05,5e-07,0.7,0.15,0.15,181.62,-0.24433
372,21,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,156.72,0.019055
373,21,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,291.09,-0.45728
374,21,1000,0,1e-06,6,0.005,5e-05,5e-07,0.6,0.2,0.2,141.15,0.051168
375,21,1000,0,1e-06,6,0.005,5e-05,5e-07,0.7,0.15,0.15,180.25,-0.26421
376,21,1000,0,1e-06,6,0.005,5e-05,5e-07,0.8,0.1,0.1,86.473,-0.43392
377,21,1000,0,1e-06,7,0.005,5e-05,5e-07,0.5,0.25,0.25,198.69,-0.34276
378,21,1000,0,1e-06,7,0.005,5e-05,5e-07,0.6,0.2,0.2,101.23,0.065468
379,21,1000,0,1e-06,7,0.005,5e-05,5e-07,0.7,0.15,0.15,183.91,-0.12348
380,21,1000,0,1e-06,7,0.005,5e-05,5e-07,0.8,0.1,0.1,244.9,-0.27202
381,21,1000,0,1e-06,8,0.005,5e-05,5e-07,0.5,0.25,0.25,116.6,-0.056134
382,21,1000,0,1e-06,8,0.005,5e-05,5e-07,0.6,0.2,0.2,183.77,-0.069609
383,21,1000,0,1e-06,8,0.005,5e-05,5e-07,0.7,0.15,0.15,55.572,0.57683
384,21,1000,0,1e-06,8,0.005,5e-05,5e-07,0.8,0.1,0.1,130.81,-0.080506
385,21,1000,0,1e-06,9,0.005,5e-05,5e-07,0.5,0.25,0.25,96.279,0.064478
386,21,1000,0,1e-06,9,0.005,5e-05,5e-07,0.6,0.2,0.2,44.865,0.61921
387,21,1000,0,1e-06,9,0.005,5e-05,5e-07,0.7,0.15,0.15,447.33,-0.25434
388,21,1000,0,1e-06,9,0.005,5e-05,5e-07,0.8,0.1,0.1,85.314,0.11477
389,21,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,80.196,0.34258
390,21,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,41.808,0.59218
391,21,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,89.573,0.0072755
392,21,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,210.96,-0.36019
393,22,1000,0,1e-06,4,0.005,5e-05,5e-07,0.5,0.25,0.25,237.89,-0.26975
394,22,1000,0,1e-06,4,0.005,5e-05,5e-07,0.6,0.2,0.2,50.445,0.54726
395,22,1000,0,1e-06,4,0.005,5e-05,5e-07,0.7,0.15,0.15,42.552,0.65741
396,22,1000,0,1e-06,4,0.005,5e-05,5e-07,0.8,0.1,0.1,87.586,0.18979
397,22,1000,0,1e-06,5,0.005,5e-05,5e-07,0.5,0.25,0.25,78.904,0.20635
398,22,1000,0,1e-06,5,0.005,5e-05,5e-07,0.6,0.2,0.2,116.18,0.010039
399,22,1000,0,1e-06,5,0.005,5e-05,5e-07,0.7,0.15,0.15,548.39,-0.10451
400,22,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,108.56,0.55792
401,22,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,349.79,-0.67756
402,22,1000,0,1e-06,6,0.005,5e-05,5e-07,0.6,0.2,0.2,269.21,-0.47477
403,22,1000,0,1e-06,6,0.005,5e-05,5e-07,0.7,0.15,0.15,111.15,0.31479
404,22,1000,0,1e-06,6,0.005,5e-05,5e-07,0.8,0.1,0.1,263.91,-0.33003
405,22,1000,0,1e-06,7,0.005,5e-05,5e-07,0.5,0.25,0.25,142.78,-0.23233
406,22,1000,0,1e-06,7,0.005,5e-05,5e-07,0.6,0.2,0.2,114.76,0.17415
407,22,1000,0,1e-06,7,0.005,5e-05,5e-07,0.7,0.15,0.15,60.25,0.3263
408,22,1000,0,1e-06,7,0.005,5e-05,5e-07,0.8,0.1,0.1,105.57,0.23613
409,22,1000,0,1e-06,8,0.005,5e-05,5e-07,0.5,0.25,0.25,306.11,-0.24519
410,22,1000,0,1e-06,8,0.005,5e-05,5e-07,0.6,0.2,0.2,269.38,-0.13318
411,22,1000,0,1e-06,8,0.005,5e-05,5e-07,0.7,0.15,0.15,219.23,-0.15988
412,22,1000,0,1e-06,8,0.005,5e-05,5e-07,0.8,0.1,0.1,82.547,0.36998
413,22,1000,0,1e-06,9,0.005,5e-05,5e-07,0.5,0.25,0.25,92.816,0.022413
414,22,1000,0,1e-06,9,0.005,5e-05,5e-07,0.6,0.2,0.2,128.18,-0.19691
415,22,1000,0,1e-06,9,0.005,5e-05,5e-07,0.7,0.15,0.15,97.461,0.21366
416,22,1000,0,1e-06,9,0.005,5e-05,5e-07,0.8,0.1,0.1,88.164,0.20018
417,22,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,217.1,-0.17082
418,22,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,277.55,-0.26987
419,22,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,128.81,-0.27214
420,22,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,42.406,0.61587
421,23,1000,0,1e-06,4,0.005,5e-05,5e-07,0.5,0.25,0.25,124.08,0.38388
422,23,1000,0,1e-06,4,0.005,5e-05,5e-07,0.6,0.2,0.2,96.155,0.4536
423,23,1000,0,1e-06,4,0.005,5e-05,5e-07,0.7,0.15,0.15,25.085,0.77779
424,23,1000,0,1e-06,4,0.005,5e-05,5e-07,0.8,0.1,0.1,264.73,-0.25674
425,23,1000,0,1e-06,5,0.005,5e-05,5e-07,0.5,0.25,0.25,138.92,0.017882
426,23,1000,0,1e-06,5,0.005,5e-05,5e-07,0.6,0.2,0.2,158.07,-0.22512
427,23,1000,0,1e-06,5,0.005,5e-05,5e-07,0.7,0.15,0.15,199.44,-0.1603
428,23,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,281.74,-0.15984
429,23,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,86.891,0.45534
