1,neurons,spread,MSE,R
642,25,42,281.63,0.23078
643,25,43,260.85,-0.19144
644,25,44,146.25,-0.02728
645,25,45,104.73,0.16823
646,25,46,258.47,-0.097816
647,25,47,144.62,-0.0036861
648,25,48,148.24,-0.012972
649,25,49,152.11,-0.023513
650,25,50,106.27,0.2292
651,27,1,69.605,0.37925
652,27,2,64.985,0.52191
653,27,3,53.818,0.67725
654,27,4,40.511,0.78882
655,27,5,33.861,0.81742
656,27,6,25.504,0.82707
657,27,7,24.609,0.80582
658,27,8,31.132,0.75602
659,27,9,32.403,0.74744
660,27,10,32.629,0.69491
661,27,11,36.616,0.65875
662,27,12,64.318,0.42798
663,27,13,92.873,0.26074
664,27,14,111.21,0.18376
665,27,15,110.15,0.18317
666,27,16,153.81,0.084055
667,27,17,187.77,-0.038403
668,27,18,132.76,0.10692
669,27,19,135.24,0.13776
670,27,20,567.73,-0.31012
671,27,21,498.19,-0.1844
672,27,22,61.407,0.45565
673,27,23,235.37,-0.14655
674,27,24,485.69,-0.25811
675,27,25,534.89,-0.26546
676,27,26,651.63,-0.33578
677,27,27,879.26,-0.36238
678,27,28,920.17,-0.40083
679,27,29,295.45,-0.05336
680,27,30,335.61,-0.11829
681,27,31,366.94,-0.085664
682,27,32,285.99,0.026683
683,27,33,282.63,0.075473
684,27,34,216.94,0.098374
685,27,35,194.55,0.052519
686,27,36,203.61,0.045574
687,27,37,239.27,-0.013973
688,27,38,248.48,-0.023743
689,27,39,257.91,-0.031682
690,27,40,267.75,-0.037667
691,27,41,432.16,0.098568
692,27,42,332.37,0.20625
693,27,43,382.38,-0.17371
694,27,44,102.77,0.20057
695,27,45,248.08,0.021954
696,27,46,306.14,-0.2639
697,27,47,387.77,-0.39807
698,27,48,374.66,-0.39063
699,27,49,361.01,-0.38132
700,27,50,228.73,0.32101
701,29,1,72.894,0.38258
702,29,2,67.947,0.52586
703,29,3,56.158,0.67817
704,29,4,42.501,0.78873
705,29,5,38.282,0.80609
706,29,6,29.248,0.81968
707,29,7,27.849,0.81131
708,29,8,30.831,0.7688
709,29,9,32.896,0.75958
710,29,10,33.72,0.70811
711,29,11,39.054,0.63831
712,29,12,63.534,0.46336
713,29,13,99.748,0.23368
714,29,14,108.44,0.20304
715,29,15,134.42,0.097228
716,29,16,186,-0.0094929
717,29,17,269.04,-0.10086
718,29,18,345.01,-0.14966
719,29,19,235.43,0.021372
720,29,20,572.28,-0.31394
721,29,21,631.05,-0.23228
722,29,22,254.57,-0.13612
723,29,23,265.51,-0.17699
724,29,24,522.68,-0.2696
725,29,25,552.29,-0.26449
726,29,26,1015.3,-0.3802
727,29,27,878.29,-0.36135
728,29,28,1053,-0.41944
729,29,29,328.8,-0.1529
730,29,30,409.69,-0.10247
731,29,31,592.44,-0.16658
732,29,32,529.6,-0.10873
733,29,33,571.75,-0.075988
734,29,34,308.12,0.010175
735,29,35,224.91,0.086752
736,29,36,235.25,0.09048
737,29,37,241.81,0.056924
738,29,38,251.57,0.050318
739,29,39,260.5,0.043955
740,29,40,268.61,0.037927
741,29,41,536.53,0.1156
742,29,42,625.36,0.12535
743,29,43,355.17,0.087002
744,29,44,552.37,-0.14615
745,29,45,324.24,0.03353
746,29,46,244.48,-0.32905
747,29,47,320.46,-0.24634
748,29,48,328.61,-0.22743
749,29,49,347.21,-0.19233
750,29,50,2287.3,0.095486
751,31,1,76.848,0.38563
752,31,2,71.685,0.5296
753,31,3,58.795,0.68573
754,31,4,45.8,0.79015
755,31,5,43.273,0.8102
756,31,6,26.236,0.82636
757,31,7,32.983,0.81076
758,31,8,33.925,0.78388
759,31,9,38.003,0.71456
760,31,10,34.75,0.72516
761,31,11,45.788,0.62331
762,31,12,67.372,0.42781
763,31,13,99.057,0.25474
764,31,14,153,0.14527
765,31,15,155.13,0.10458
766,31,16,159.25,0.080068
767,31,17,342.32,-0.16405
768,31,18,616.73,-0.28165
769,31,19,304.89,-0.048705
770,31,20,760.3,-0.35136
771,31,21,947.48,-0.30379
772,31,22,566.6,-0.27431
773,31,23,324.28,-0.19059
774,31,24,533.13,-0.28105
775,31,25,568.11,-0.26906
776,31,26,1112.9,-0.39541
777,31,27,995.66,-0.38152
778,31,28,1088.7,-0.4316
779,31,29,718.3,-0.33209
780,31,30,639.03,-0.34707
781,31,31,985.7,-0.32441
782,31,32,859.82,-0.13078
783,31,33,944.51,-0.2904
784,31,34,917.37,-0.34462
785,31,35,690.35,-0.068349
786,31,36,690.22,-0.051916
787,31,37,307.92,-0.16341
788,31,38,317.88,-0.24885
789,31,39,330.82,-0.24163
790,31,40,344.86,-0.23382
791,31,41,695.81,0.086626
792,31,42,1338.2,0.16123
793,31,43,231.27,0.10248
794,31,44,515.53,-0.35244
795,31,45,259.86,-0.13414
796,31,46,341.67,-0.21403
797,31,47,509.25,-0.29623
798,31,48,513.67,-0.28792
799,31,49,503.72,-0.088271
800,31,50,2296.5,0.07303
801,33,1,81.916,0.38872
802,33,2,76.308,0.5331
803,33,3,62.618,0.68702
804,33,4,49.863,0.79089
805,33,5,44.278,0.815
806,33,6,29.248,0.82784
807,33,7,35.895,0.80663
808,33,8,42.412,0.78488
809,33,9,40.081,0.69096
810,33,10,34.725,0.69274
811,33,11,48.362,0.63044
812,33,12,107.29,0.19852
813,33,13,93.264,0.31504
814,33,14,194.11,0.10581
815,33,15,250.3,-0.022936
816,33,16,275.86,-0.13353
817,33,17,415.57,-0.17941
818,33,18,1036.7,-0.35935
819,33,19,383.63,-0.12952
820,33,20,1542.4,-0.39944
821,33,21,1513.5,-0.35371
822,33,22,799.64,-0.3161
823,33,23,501.4,-0.26349
824,33,24,578.45,-0.2869
825,33,25,569.64,-0.26698
826,33,26,1160.4,-0.36743
827,33,27,1071.6,-0.36052
828,33,28,1004.6,-0.38609
829,33,29,1051.2,-0.32964
830,33,30,842.97,-0.28322
831,33,31,1662.4,-0.40244
832,33,32,944.07,-0.010091
833,33,33,1106.6,-0.17681
834,33,34,1137.2,-0.41167
835,33,35,1268.7,-0.032226
836,33,36,1410.2,-0.015447
837,33,37,547.01,-0.29447
838,33,38,348.54,-0.09779
839,33,39,399.55,-0.16844
840,33,40,334.92,-0.10481
841,33,41,2950.4,0.084235
842,33,42,2300.3,0.12477
843,33,43,1792.9,0.13587
844,33,44,763.31,-0.30963
845,33,45,470.67,0.012951
846,33,46,1770.7,0.021446
847,33,47,465.19,-0.37479
848,33,48,458.11,-0.36776
849,33,49,913.48,-0.0047978
850,33,50,1908.9,0.056775
851,35,1,87.624,0.39145
852,35,2,82.712,0.50638
853,35,3,67.868,0.68691
854,35,4,54.753,0.79062
855,35,5,49.733,0.81373
856,35,6,34.555,0.82741
857,35,7,36.434,0.80243
858,35,8,43.472,0.79258
859,35,9,37.705,0.67939
860,35,10,33.752,0.72353
861,35,11,50.339,0.62921
862,35,12,124.4,0.19876
863,35,13,148.61,0.10464
864,35,14,196.57,0.087361
865,35,15,250.4,-0.0068349
866,35,16,464.41,-0.24165
867,35,17,404.09,-0.14697
868,35,18,1555.3,-0.40936
869,35,19,382.13,-0.12699
870,35,20,1605.4,-0.39702
871,35,21,1455.9,-0.35351
872,35,22,965.01,-0.30449
873,35,23,1048.6,-0.3366
874,35,24,591.45,-0.25353
875,35,25,564.42,-0.25571
876,35,26,1246.3,-0.31694
877,35,27,2161.6,-0.36206
878,35,28,1161,-0.38919
879,35,29,1987.8,-0.33791
880,35,30,2644.5,-0.28459
881,35,31,1867.8,-0.38295
882,35,32,1158.4,-0.26126
883,35,33,1629.1,-0.27913
884,35,34,1875,-0.2613
885,35,35,1218.8,-0.19715
886,35,36,1273.6,-0.15777
887,35,37,2072.5,-0.019413
888,35,38,835.86,-0.12956
889,35,39,957.42,0.091229
890,35,40,1034.6,0.095217
891,35,41,3041.8,0.04945
892,35,42,3742.2,0.070933
893,35,43,1856.8,0.080336
894,35,44,2512.1,-0.10644
895,35,45,379.54,-0.35004
896,35,46,6121,0.049019
897,35,47,530.37,-0.52402
898,35,48,2193.5,-0.0045125
899,35,49,5052,0.088051
900,35,50,6717.5,0.13409
901,37,1,94.979,0.39424
902,37,2,90.448,0.50945
903,37,3,73.978,0.68666
904,37,4,60.598,0.78744
905,37,5,48.306,0.82358
906,37,6,41.861,0.8309
907,37,7,108.99,0.47365
908,37,8,39.055,0.76614
909,37,9,46.173,0.61499
910,37,10,32.29,0.73449
911,37,11,51.211,0.59664
912,37,12,142.86,0.17508
913,37,13,177.53,0.011562
914,37,14,256.26,-0.034206
915,37,15,281.85,-0.002522
916,37,16,683.85,-0.32567
917,37,17,680.6,-0.2442
918,37,18,1465.8,-0.39222
919,37,19,481.66,-0.20208
920,37,20,1716.5,-0.39571
921,37,21,1534.4,-0.38158
922,37,22,1064.4,-0.33733
923,37,23,1184.1,-0.3505
924,37,24,623.54,-0.23046
925,37,25,749.41,-0.32135
926,37,26,1432.9,-0.29939
927,37,27,2938.9,-0.24147
928,37,28,2332.7,-0.27079
929,37,29,3200.1,-0.29254
930,37,30,3749.8,-0.24347
931,37,31,2303.3,-0.37254
932,37,32,2047.9,-0.086936
933,37,33,3572.7,-0.0041195
934,37,34,2457.1,-0.14871
935,37,35,1535.6,-0.23662
936,37,36,1626.4,-0.20502
937,37,37,1914.3,-0.058225
938,37,38,696.04,-0.48235
939,37,39,916.41,-0.050841
940,37,40,1038.9,-0.027763
941,37,41,2900.9,0.046209
942,37,42,3978.2,0.059531
943,37,43,5282.5,0.01803
944,37,44,2378.4,-0.28308
945,37,45,8256.2,-0.22909
946,37,46,10671,0.14718
947,37,47,2045.1,-0.076952
948,37,48,468.35,-0.22872
949,37,49,5574.6,0.050951
950,37,50,7139.2,0.03707
951,39,1,105,0.39721
952,39,2,101.31,0.5127
953,39,3,82.634,0.68752
954,39,4,68.377,0.78712
955,39,5,45.305,0.82716
956,39,6,52.333,0.81404
957,39,7,343.48,0.11239
958,39,8,33.352,0.76492
959,39,9,47.68,0.62759
960,39,10,32.417,0.73956
961,39,11,84.754,0.39353
962,39,12,128.23,0.2339
963,39,13,225.36,-0.04434
964,39,14,232.87,0.0062377
965,39,15,416.38,-0.1477
966,39,16,662.99,-0.28111
967,39,17,596.02,-0.1773
968,39,18,897.54,-0.34765
969,39,19,536.96,-0.2416
970,39,20,1977.3,-0.40833
971,39,21,1477.8,-0.3628
972,39,22,1188.2,-0.36255
973,39,23,1704.7,-0.37724
974,39,24,1670.2,-0.36752
975,39,25,1043.9,-0.34109
976,39,26,1974.1,-0.36795
977,39,27,3293.1,-0.2252
978,39,28,3851,-0.24278
979,39,29,2513.7,-0.23684
980,39,30,4654.1,-0.18882
981,39,31,2245.9,-0.323
982,39,32,2897.6,-0.083721
983,39,33,3576.5,-0.03717
984,39,34,6676.5,0.15085
985,39,35,2381.6,-0.1851
986,39,36,2513.1,-0.15277
987,39,37,2051.7,-0.28208
988,39,38,3485.5,-0.076953
989,39,39,4640.3,0.046038
990,39,40,5131.9,0.050366
991,39,41,8494.1,0.1241
992,39,42,3728.4,0.054478
993,39,43,32559,0.09902
994,39,44,1411.9,-0.39141
995,39,45,89680,-0.0088465
996,39,46,15360,0.13538
997,39,47,10803,-0.073567
998,39,48,36498,0.067165
999,39,49,7756.4,0.097053
1000,39,50,11217,0.19945
1001,41,1,116.15,0.39979
1002,41,2,113.2,0.51539
1003,41,3,101.26,0.50547
1004,41,4,77.899,0.78651
1005,41,5,51.98,0.82539
1006,41,6,239.15,0.21595
1007,41,7,343.52,0.11348
1008,41,8,35.224,0.73251
1009,41,9,47.442,0.60918
1010,41,10,33.42,0.74581
1011,41,11,89.16,0.37633
1012,41,12,127.22,0.25146
1013,41,13,192.59,0.040455
1014,41,14,205.28,0.08532
1015,41,15,598.85,-0.19276
1016,41,16,615.46,-0.23883
1017,41,17,981.71,-0.31435
1018,41,18,875.12,-0.33024
1019,41,19,785.58,-0.33618
1020,41,20,1752.3,-0.40359
1021,41,21,3525.8,-0.36359
1022,41,22,1176.9,-0.35471
1023,41,23,2309.6,-0.29839
1024,41,24,2634,-0.39371
1025,41,25,2280.8,-0.27143
1026,41,26,2002.4,-0.36597
1027,41,27,2849.8,-0.27509
1028,41,28,4136.6,-0.3335
1029,41,29,3349.8,-0.25043
1030,41,30,5572.1,-0.19424
1031,41,31,7003.5,-0.15285
1032,41,32,3541.1,-0.069178
1033,41,33,2410.7,-0.024591
1034,41,34,12053,0.17676
1035,41,35,2685.6,-0.17496
1036,41,36,4911.4,0.0050652
1037,41,37,2157.2,-0.22898
1038,41,38,2912.1,-0.18197
1039,41,39,2629.7,-0.34893
1040,41,40,2701.4,-0.41094
1041,41,41,5067.8,0.029434
1042,41,42,1887.1,-0.028065
1043,41,43,21715,0.091978
1044,41,44,16733,0.036307
1045,41,45,19125,-0.12638
1046,41,46,14242,0.23116
1047,41,47,7011.2,-0.27379
1048,41,48,47342,0.082216
1049,41,49,26064,0.11174
1050,41,50,7157.9,0.19719
1051,43,1,128.71,0.4021
1052,43,2,123.47,0.51724
1053,43,3,111.97,0.50948
1054,43,4,85.784,0.79048
1055,43,5,55.923,0.82292
1056,43,6,279.86,0.17925
1057,43,7,383.36,0.090499
1058,43,8,34.887,0.73594
1059,43,9,45.625,0.63062
1060,43,10,40.691,0.73557
1061,43,11,93.707,0.38244
1062,43,12,128.45,0.29841
1063,43,13,220.02,-0.0022469
1064,43,14,253.25,0.049949
1065,43,15,1052,-0.3335
1066,43,16,752.12,-0.24567
1067,43,17,796.31,-0.28489
1068,43,18,937.45,-0.33203
1069,43,19,792.39,-0.3403
1070,43,20,661.91,-0.26092
1071,43,21,3661.1,-0.36496
1072,43,22,1393.5,-0.33917
1073,43,23,3504.1,-0.32314
1074,43,24,3072.9,-0.43712
1075,43,25,9364.2,-0.34724
1076,43,26,17777,-0.10574
1077,43,27,4097.9,-0.31098
1078,43,28,4842.9,-0.3716
1079,43,29,11023,-0.11362
1080,43,30,10320,-0.042854
1081,43,31,7696.3,0.0004677
1082,43,32,7014.6,-0.18673
1083,43,33,9966.8,0.0054539
1084,43,34,30291,0.1519
1085,43,35,4070.5,-0.010335
1086,43,36,7403.8,0.0069215
1087,43,37,5222.2,-0.46687
1088,43,38,5150.7,-0.22819
1089,43,39,3570.8,-0.19016
1090,43,40,3290.4,-0.22579
1091,43,41,13669,-0.26396
1092,43,42,5460.2,0.20549
1093,43,43,10048,0.074764
1094,43,44,17978,0.12655
1095,43,45,5205.2,0.026258
1096,43,46,16726,0.13249
1097,43,47,6903.1,-0.29173
1098,43,48,64719,0.084901
1099,43,49,4.76E+05,0.017362
1100,43,50,28328,0.14476
1101,45,1,142.34,0.40414
1102,45,2,138.67,0.51947
1103,45,3,124.03,0.51317
1104,45,4,85.622,0.79187
1105,45,5,186.75,0.21946
1106,45,6,269.71,0.14743
1107,45,7,381.83,0.078368
1108,45,8,32.829,0.7679
1109,45,9,108.53,0.34046
1110,45,10,186.25,0.22046
1111,45,11,88.485,0.35527
1112,45,12,154.57,0.10565
1113,45,13,226.66,0.025112
1114,45,14,139.1,0.27252
1115,45,15,1610.6,-0.42431
1116,45,16,1386,-0.40047
1117,45,17,640.25,-0.19053
1118,45,18,701.25,-0.26565
1119,45,19,1008.3,-0.34577
1120,45,20,234.13,0.11276
1121,45,21,3796.6,-0.36807
1122,45,22,2072.8,-0.34393
1123,45,23,6697.4,-0.35174
1124,45,24,1768.6,-0.36145
1125,45,25,14043,-0.34668
1126,45,26,21368,-0.050606
1127,45,27,5160.3,-0.37655
1128,45,28,11689,-0.23877
1129,45,29,25588,-0.031334
1130,45,30,10448,0.058199
1131,45,31,20415,0.12671
1132,45,32,15438,-0.12187
1133,45,33,30861,-0.059439
1134,45,34,1.85E+05,0.20583
1135,45,35,9003.2,-8.05E-05
1136,45,36,16736,0.0067216
1137,45,37,10815,0.074592
1138,45,38,49578,0.018815
1139,45,39,6299.8,-0.21956
1140,45,40,7452.6,0.1223
1141,45,41,17952,-0.23284
1142,45,42,7813.2,-0.063883
1143,45,43,9.25E+05,0.10401
1144,45,44,1.75E+05,0.26154
1145,45,45,8778.4,0.040845
1146,45,46,25172,0.13428
1147,45,47,98613,0.10437
1148,45,48,1.66E+05,0.22643
1149,45,49,2.87E+05,0.015765
1150,45,50,89305,0.16573
1151,47,1,160.1,0.4063
1152,47,2,144.02,0.50419
1153,47,3,140.7,0.51729
1154,47,4,88.133,0.78552
1155,47,5,197.81,0.2295
1156,47,6,279.97,0.17514
1157,47,7,379.73,0.056996
1158,47,8,416.94,0.0097556
1159,47,9,663.25,-0.10439
1160,47,10,1021,-0.059451
1161,47,11,325.61,-0.121
1162,47,12,1250.3,-0.17616
1163,47,13,230.8,0.014533
1164,47,14,759.03,-0.37148
1165,47,15,1855.4,-0.42774
1166,47,16,1357.7,-0.38829
1167,47,17,661.7,-0.25416
1168,47,18,428.46,-0.090405
1169,47,19,1232.4,-0.36787
1170,47,20,3378.3,-0.37234
1171,47,21,4686.2,-0.25816
1172,47,22,4988.7,-0.32369
1173,47,23,8420.9,-0.33375
1174,47,24,1708.7,-0.37776
1175,47,25,12750,-0.30329
1176,47,26,20807,-0.053368
1177,47,27,19658,-0.19115
1178,47,28,30050,-0.068433
1179,47,29,49695,0.037939
1180,47,30,19341,-0.066491
1181,47,31,95292,0.14632
1182,47,32,35296,0.028517
1183,47,33,52751,0.14977
1184,47,34,1.99E+05,0.15524
1185,47,35,23010,-0.21861
1186,47,36,1.27E+05,0.12307
1187,47,37,13315,-0.10785
1188,47,38,12569,-0.021849
1189,47,39,29901,0.10981
1190,47,40,1.65E+06,0.14343
1191,47,41,24172,0.11542
1192,47,42,1.83E+05,0.17452
1193,47,43,9.52E+05,0.14629
1194,47,44,2.83E+05,0.22651
1195,47,45,1.07E+05,0.17919
1196,47,46,82844,0.12898
1197,47,47,3.63E+05,0.14925
1198,47,48,1.59E+05,0.18444
1199,47,49,4.34E+05,0.15802
1200,47,50,1.59E+05,0.074145
1201,49,1,178.13,0.40808
1202,49,2,160.37,0.50751
1203,49,3,145.77,0.46501
1204,49,4,153.45,0.36491
1205,49,5,193.85,0.22097
1206,49,6,288.12,0.14339
1207,49,7,387.33,0.074063
1208,49,8,591.58,-0.018596
1209,49,9,707.9,-0.083992
1210,49,10,1034.7,-0.12596
1211,49,11,1254.7,-0.17587
1212,49,12,1539.9,-0.19798
1213,49,13,418.06,-0.22179
1214,49,14,1520.4,-0.30937
1215,49,15,2362.8,-0.34608
1216,49,16,1902.4,-0.4431
1217,49,17,1756.9,-0.40052
1218,49,18,2724.3,-0.43481
1219,49,19,772.96,-0.2461
1220,49,20,4740,-0.42079
1221,49,21,4706,-0.25469
1222,49,22,3011.6,-0.1618
1223,49,23,9732.2,-0.24161
1224,49,24,893.26,-0.19783
1225,49,25,12187,-0.27341
1226,49,26,18464,-0.064501
1227,49,27,25750,-0.041794
1228,49,28,32313,-0.052513
1229,49,29,51470,0.0050162
1230,49,30,54737,0.025397
1231,49,31,77910,0.063292
1232,49,32,1.05E+05,0.08487
1233,49,33,97095,0.16132
1234,49,34,1.06E+05,0.070223
1235,49,35,92588,0.016322
1236,49,36,1.51E+05,0.078611
1237,49,37,3.42E+06,0.18654
1238,49,38,1.19E+05,0.091548
1239,49,39,2.21E+05,0.22164
1240,49,40,2.63E+05,0.15157
1241,49,41,2.61E+05,-0.20012
1242,49,42,4.55E+05,0.17038
1243,49,43,1.80E+06,0.16177
1244,49,44,2.42E+05,0.21689
1245,49,45,1.53E+06,0.20612
